SNo.,Investor Name,Domain Name,Overview,Founded Year,Country,State,City,Description,Investor Type,Practice Areas,Feed Name,Business Models,Investment Score,Website,LinkedIn,Twitter
1966,IMM Holdings,immholdings.co.kr,Private fund focused on debt and equity investments in medium and large-sized businesses,2006,South Korea,Seoul,Seoul,,Institutional Investor,Investment Industry,"Private Equity Funds,; Private Debt Funds","Private Equity Funds > Buyout Funds,; Private Debt Funds > Loans and Mezzanine Financing",64.8692083905,http://www.immholdings.co.kr/,,
1967,DeFiance Capital,defiance.capital,Venture capital firm investing in decentralised finance companies,2020,Singapore,Singapore,Singapore,Venture capital firm investing in decentralized finance companies. The company focused on web 3 and crypto-focused investments.,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs > FinTech Startups > DeFi Startups,61.46320673,https://defiance.capital,https://linkedin.com/company/defiance-capital,https://twitter.com/defiancecapital
1969,Delivery Hero,deliveryhero.com,Platform offering food ordering and delivery services,2010,Germany,Berlin,Berlin,"Platform offering food ordering and delivery services. Its marketplace enables users to provide online food delivery services from restaurants and cafes. The platform provides services for the delivery of flowers, medicines, gifts, packages, and e-commerce.",Corporate Investor,"Consumer,; Transportation and Logistics Tech,; Food and Agriculture Tech","Logistics Tech,; Food Tech,; Online Grocery","Logistics Tech > Parcel > Hyperlocal Delivery > B2C,; Food Tech > Food Discovery and Ordering > Restaurant Aggregator > Platform Delivered,; Online Grocery > B2C Ecommerce > Multi Category > Marketplace > Own Delivery Fleet > Ultra Fast Delivery",84.45985470350001,https://www.deliveryhero.com/,https://linkedin.com/company/delivery-hero-se,http://twitter.com/deliveryherocom
1979,Activant Capital,activantcapital.com,Venture capital fund investing in tech sectors,2015,"United States,; United States,; Germany,; South Africa","Connecticut,; New York,; Berlin,; Western Cape","Greenwich,; New York City,; Berlin,; Cape Town",,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,84.8729797028,https://activantcapital.com,https://linkedin.com/company/activant,https://twitter.com/activantcapital
1980,Mosaic Ventures,mosaicventures.com,Early stage VC firm investing in Europe,2014,United Kingdom,England,London,"Mosaic Ventures is an early stage VC firm investing in Europe. It invests in sectors such as Consumer Services, Media & Entertainment, Software, HealthTech, etc. The company manages over $140 M fund for different sectors. Top investments include Pinterest, Pinterest, Fotolia, Knewton, etc.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,86.0215882396,https://www.mosaicventures.com/,https://linkedin.com/company/mosaic-ventures,http://twitter.com/mosaic_vc
1982,Sansei Capital Investment,sanseicapital.com,Early-stage centric tech-focused venture capital firm funding companies in Japan,1991,Japan,Tokyo,Koto City,"Sansei Capital is an early-stage venture capital investment company. Makes investments in territories such as Japan. Invests in tech companies in sectors like AI, RealEstate Tech, digital media solutions and mobile applications. Notable investments include Metaps, Letty, KPI Solutions, Atmasoft.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,59.38532295195,http://sanseicapital.com,,
1983,Daiwa House Ventures,daiwahouseventures.co.jp,Corporate venture capital firm,2023,Japan,Tokyo,Chiyoda City,"Corporate venture capital firm. It invests in and partners with startups and early-stage companies in various industries,",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,60.02736195440001,https://daiwahouseventures.co.jp,,
1984,WUV,wasedavc.com,Venture capital fund backed by university focused on deep technology companies,2022,Japan,Tokyo,Shinjuku,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Captive Funds > Other Captive VCs,38.749119871800005,https://www.wasedavc.com/,https://linkedin.com/company/wasedavc,
1986,The Clermont,clermont.com,PE firm invests in Singapore,2006,"Singapore,; Vietnam","Singapore,; Southeast","Singapore,; Ho Chi Minh City",,Institutional Investor,Investment Industry,Private Equity Funds,Private Equity Funds > Growth Equity,52.6795458814,https://clermont.com,https://linkedin.com/company/clermontgroup,https://twitter.com/clermontsocial
1991,Tottori Capital,tottoricap.com,Venture capital firm focused on early-stage investments,1997,Japan,Tottori,Tottori,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,42.46128239310001,https://tottoricap.com,,
1996,Triple Jump,triplejump.eu,Investment management firm and venture capital fund focused on multiple sectors,2006,"Netherlands,; Thailand,; Georgia,; Mexico,; Peru,; Kenya","North Holland,; Bangkok,; Tbilisi,; Mexico City,; Lima,; Nairobi County","Amsterdam,; Bangkok,; Tbilisi,; Mexico City,; Lima,; Nairobi",Investment management firm and venture capital fund focused on multiple sectors.,Institutional Investor,"Financial Services,; Investment Industry","Venture Capital Funds,; Asset Management","Venture Capital Funds > Independent Funds > Conventional VCs,; Asset Management > Diversified",59.05023610960001,https://triplejump.eu,https://linkedin.com/company/triple-jump-bv,https://twitter.com/triplejumpnl
1998,Breeze Investment,breezeinvest.vc,Venture capital firm focused on proptech companies,2020,South Korea,Seoul,Seoul,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs > Real Estate Startups,42.070550801799996,http://breezeinvest.vc,https://linkedin.com/company/breezeinvest,
2000,Bamboo Capital Partners,bamboocp.com,PE firm investing globally,2007,"Luxembourg,; Switzerland,; Colombia,; Kenya,; Singapore","Luxembourg,; Geneva,; Bogota,; Nairobi County,; Singapore","Luxembourg,; Geneva,; Bogota,; Nairobi,; Singapore",,Institutional Investor,Investment Industry,Private Equity Funds,Private Equity Funds > Growth Equity,70.2260520671,https://bamboocp.com,https://linkedin.com/company/bamboo-finance,http://twitter.com/bamboocp
2002,Vocean,vocean.com,Cloud-based software for innovation management,2017,Sweden,Stockholm County,Stockholm,Cloud-based software for innovation management. It provides a platform for managing innovation and employee engagement. It offers tools to digitize infrastructure and the ideation process. It is a tool available on the subscription-based pricing model.,Corporate Investor,Enterprise Applications,"Enterprise Collaboration,; HRTech","Enterprise Collaboration > Project Management > Innovation Management,; HRTech > Employee Engagement > Idea Management",29.289031668600003,https://vocean.com,https://linkedin.com/company/voceanab,https://twitter.com/vocean
2004,Hibiscus Fund,hibiscusfund.vdtrxn,Venture capital fund investment in foodtech startups,,Malaysia,,,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs > Food Tech Startups,50.1921645477,,,
2007,Morphosis Venture Capital,morphosisvc.com,Venture capital firm that invests in B2B and enterprise space companies,2022,United Arab Emirates,Dubai,Dubai,"Venture capital firm that invests in B2B and enterprise space companies. The firm prefers to invest in early-stage small and medium businesses operating in technology, business-to-business commerce, enterprise software, fintech, mobility tech, cleantech, automation tech, climate tech, and health tech.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,54.7110322529,https://morphosisvc.com,https://linkedin.com/company/morphosis-vc,
2010,AUM Ventures,aumvc.com,Venture capital firm investing in multiple sectors,2022,United Arab Emirates,Emirate of Abu Dhabi,Abu Dhabi,Venture capital firm investing in multiple sectors. Focused on early and pre-growth stage technology and consumer-led companies. Provides assistance to global investors in accessing the digital economy and allows users to browse investment portfolios on the website.,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,53.482863522900004,https://aumvc.com,https://linkedin.com/company/aumventures,
2012,Key1 Capital,key1capital.com,Venture capital fund focused on technology startups,2022,Israel,Tel Aviv,Tel Aviv,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,53.30099244825001,https://www.key1capital.com/,https://linkedin.com/company/key1capital,
2015,Magenta Venture Partners,magenta.vc,Venture capital firm backed by Mitsui & Co. Ltd.,2018,Israel,Tel Aviv,Herzliya,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Captive Funds > Corporate VCs,75.19092015585001,https://magenta.vc,https://linkedin.com/company/magentavp,
2018,Mouro Capital,mourocapital.com,Venture capital firm focused on fintech companies,2014,United Kingdom,England,London,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs > FinTech Startups,77.63445057090001,https://www.mourocapital.com/,https://linkedin.com/company/mouro-capital,https://twitter.com/mourocapital
2020,Wix,wix.com,"Provider of tools for website creation, hosting, and business management",2006,Israel,,,"Provider of tools for website creation, hosting, and business management. It offers features for website design, eCommerce, scheduling, restaurant management, blogging, and portfolio creation. The platform provides domain name registration, web hosting, and website security. It extends payment solutions, mobile applications, customer relationship management, and website analytics. Email marketing and search engine optimization tools are available. It serves agencies, freelancers, developers, and enterprises.",Corporate Investor,"Enterprise Applications,; Enterprise Infrastructure","Content Management System (CMS),; Application Development Tools","Content Management System (CMS) > Web CMS > Headless CMS,; Application Development Tools > Website Builders",51.9811554838,https://www.wix.com/,https://linkedin.com/company/exponencialvc,https://twitter.com/wix
2021,eWTP Arabia Capital,ewtparabia.com,Provider of entrepreneurs to build leading global businesses through access to global resources and capital,2018,Saudi Arabia,Riyadh Province,Riyadh,"Provider of entrepreneurs to build leading global businesses through access to global resources and capital. It is backed by marquee investors like the PIF and aims to attract foreign direct investment, promote innovation, and support knowledge and technology transfer in the region. The fund targets investments in manufacturing companies and technologies.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,44.071698934400004,http://ewtparabia.com,https://linkedin.com/company/ewtp-capital,https://twitter.com/ewtparabia
